PROJID= 39307543 SRC= J0608-2220 (ra,dec)=( 92.249 , -22.339 ) deg | MJD= 59317.000936 - 59317.001628 | NANT= 27  15GHz 2 [15584.0, 16584.0]
PROJID= 39307543 SRC= ID391-ID392 (ra,dec)=( 90.039 , -20.138 ) deg | MJD= 59317.001628 - 59317.005091 | NANT= 27  15GHz 2 [15584.0, 16584.0]
PROJID= 39307543 SRC= J0608-2220 (ra,dec)=( 92.249 , -22.339 ) deg | MJD= 59317.005091 - 59317.005784 | NANT= 27  15GHz 2 [15584.0, 16584.0]
PROJID= 39307543 SRC= ID391-ID392 (ra,dec)=( 90.039 , -20.138 ) deg | MJD= 59317.005784 - 59317.009247 | NANT= 27  15GHz 2 [15584.0, 16584.0]
PROJID= 39307543 SRC= J0608-2220 (ra,dec)=( 92.249 , -22.339 ) deg | MJD= 59317.009247 - 59317.009939 | NANT= 27  15GHz 2 [15584.0, 16584.0]
PROJID= 39307543 SRC= J0609-1542 (ra,dec)=( 92.421 , -15.711 ) deg | MJD= 59317.009939 - 59317.010149 | NANT= 27  10GHz 2 [8972.0, 9100.0]
PROJID= 39307543 SRC= J0609-1542 (ra,dec)=( 92.421 , -15.711 ) deg | MJD= 59317.010149 - 59317.010380 | NANT= 27  10GHz 2 [8972.0, 9100.0]
PROJID= 39307543 SRC= J0609-1542 (ra,dec)=( 92.421 , -15.711 ) deg | MJD= 59317.013402 - 59317.013979 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= ID391-ID392 (ra,dec)=( 90.039 , -20.138 ) deg | MJD= 59317.013979 - 59317.017442 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= J0608-2220 (ra,dec)=( 92.249 , -22.339 ) deg | MJD= 59317.017442 - 59317.018134 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= ID391-ID392 (ra,dec)=( 90.039 , -20.138 ) deg | MJD= 59317.018134 - 59317.021597 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= J0608-2220 (ra,dec)=( 92.249 , -22.339 ) deg | MJD= 59317.021597 - 59317.022290 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= ID391-ID392 (ra,dec)=( 90.039 , -20.138 ) deg | MJD= 59317.022290 - 59317.025752 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= J0608-2220 (ra,dec)=( 92.249 , -22.339 ) deg | MJD= 59317.025752 - 59317.026445 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= ID391-ID392 (ra,dec)=( 90.039 , -20.138 ) deg | MJD= 59317.026445 - 59317.029908 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= J0608-2220 (ra,dec)=( 92.249 , -22.339 ) deg | MJD= 59317.029908 - 59317.030600 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= ID391-ID392 (ra,dec)=( 90.039 , -20.138 ) deg | MJD= 59317.030600 - 59317.034063 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= J0608-2220 (ra,dec)=( 92.249 , -22.339 ) deg | MJD= 59317.034063 - 59317.034756 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= ID391-ID392 (ra,dec)=( 90.039 , -20.138 ) deg | MJD= 59317.034756 - 59317.038218 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= J0608-2220 (ra,dec)=( 92.249 , -22.339 ) deg | MJD= 59317.038218 - 59317.038911 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= J0609-1542 (ra,dec)=( 92.421 , -15.711 ) deg | MJD= 59317.038911 - 59317.039120 | NANT= 27  10GHz 2 [8972.0, 9100.0]
PROJID= 39307543 SRC= J0609-1542 (ra,dec)=( 92.421 , -15.711 ) deg | MJD= 59317.039120 - 59317.039352 | NANT= 27  10GHz 2 [8972.0, 9100.0]
PROJID= 39307543 SRC= J0609-1542 (ra,dec)=( 92.421 , -15.711 ) deg | MJD= 59317.042374 - 59317.042951 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= ID391-ID392 (ra,dec)=( 90.039 , -20.138 ) deg | MJD= 59317.042951 - 59317.046414 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= J0608-2220 (ra,dec)=( 92.249 , -22.339 ) deg | MJD= 59317.046414 - 59317.047106 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= ID391-ID392 (ra,dec)=( 90.039 , -20.138 ) deg | MJD= 59317.047106 - 59317.050569 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= J0608-2220 (ra,dec)=( 92.249 , -22.339 ) deg | MJD= 59317.050569 - 59317.051262 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= ID391-ID392 (ra,dec)=( 90.039 , -20.138 ) deg | MJD= 59317.051262 - 59317.054724 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= J0608-2220 (ra,dec)=( 92.249 , -22.339 ) deg | MJD= 59317.054724 - 59317.055417 | NANT= 27  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= 0521+166=3C138 (ra,dec)=( 80.291 , 16.639 ) deg | MJD= 59317.055517 - 59317.056121 | NANT= 26  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= 0521+166=3C138 (ra,dec)=( 80.291 , 16.639 ) deg | MJD= 59317.056121 - 59317.056813 | NANT= 26  10GHz 2 [8972.0, 9100.0]
PROJID= 39307543 SRC= 0521+166=3C138 (ra,dec)=( 80.291 , 16.639 ) deg | MJD= 59317.056813 - 59317.056861 | NANT= 26  10GHz 2 [8972.0, 9100.0]
PROJID= 39307543 SRC= 0521+166=3C138 (ra,dec)=( 80.291 , 16.639 ) deg | MJD= 59317.056861 - 59317.057092 | NANT= 26  10GHz 2 [8972.0, 9100.0]
PROJID= 39307543 SRC= 0521+166=3C138 (ra,dec)=( 80.291 , 16.639 ) deg | MJD= 59317.063739 - 59317.067201 | NANT= 26  15GHz 2 [15728.0, 16728.0]
PROJID= 39307543 SRC= J0609-1542 (ra,dec)=( 92.421 , -15.711 ) deg | MJD= 59317.067201 - 59317.067874 | NANT= 26  10GHz 2 [8972.0, 9100.0]
PROJID= 39307543 SRC= J0609-1542 (ra,dec)=( 92.421 , -15.711 ) deg | MJD= 59317.067874 - 59317.068105 | NANT= 26  10GHz 2 [8972.0, 9100.0]
PROJID= Unknown SRC= 3C84 (ra,dec)=( 49.951 , 41.512 ) deg | MJD= 59317.070405 - 59317.070637 | NANT= 26  10GHz 2 [8888.0, 8916.0]
PROJID= Unknown SRC= 3C84 (ra,dec)=( 49.951 , 41.512 ) deg | MJD= 59317.070637 - 59317.070868 | NANT= 26  10GHz 2 [8888.0, 8916.0]
PROJID= Unknown SRC= 3C84 (ra,dec)=( 49.951 , 41.512 ) deg | MJD= 59317.070868 - 59317.071100 | NANT= 26  10GHz 2 [8888.0, 8916.0]
PROJID= Unknown SRC= 3C84 (ra,dec)=( 49.951 , 41.512 ) deg | MJD= 59317.071100 - 59317.071331 | NANT= 26  10GHz 2 [8888.0, 8916.0]
PROJID= Unknown SRC= 3C84 (ra,dec)=( 49.951 , 41.512 ) deg | MJD= 59317.071331 - 59317.071563 | NANT= 26  10GHz 2 [8888.0, 8916.0]
PROJID= Unknown SRC= 3C84 (ra,dec)=( 49.951 , 41.512 ) deg | MJD= 59317.071563 - 59317.071794 | NANT= 26  10GHz 2 [8888.0, 8916.0]
PROJID= Unknown SRC= 3C84 (ra,dec)=( 49.951 , 41.512 ) deg | MJD= 59317.071794 - 59317.072025 | NANT= 26  10GHz 2 [8888.0, 8916.0]
PROJID= Unknown SRC= 3C84 (ra,dec)=( 49.951 , 41.512 ) deg | MJD= 59317.072025 - 59317.072257 | NANT= 26  10GHz 2 [8888.0, 8916.0]
PROJID= Unknown SRC= 3C84 (ra,dec)=( 49.951 , 41.512 ) deg | MJD= 59317.072257 - 59317.072488 | NANT= 26  10GHz 2 [8888.0, 8916.0]
PROJID= Unknown SRC= 3C84 (ra,dec)=( 49.951 , 41.512 ) deg | MJD= 59317.072488 - 59317.072720 | NANT= 26  10GHz 2 [8888.0, 8916.0]
PROJID= Unknown SRC= 3C84 (ra,dec)=( 49.951 , 41.512 ) deg | MJD= 59317.072720 - 59317.072951 | NANT= 26  10GHz 2 [8888.0, 8916.0]
PROJID= Unknown SRC= 3C84 (ra,dec)=( 49.951 , 41.512 ) deg | MJD= 59317.072951 - 59317.073183 | NANT= 26  10GHz 2 [8888.0, 8916.0]
PROJID= 39307645 SRC= 3C147 (ra,dec)=( 85.651 , 49.852 ) deg | MJD= 59317.074658 - 59317.075351 | NANT= 26  10GHz 2 [8972.0, 9100.0]
PROJID= 39307645 SRC= 3C147 (ra,dec)=( 85.651 , 49.852 ) deg | MJD= 59317.075351 - 59317.076043 | NANT= 26  22GHz 2 [23158.25623324277, 22438.24741439411]
PROJID= 39307645 SRC= 3C147 (ra,dec)=( 85.651 , 49.852 ) deg | MJD= 59317.076043 - 59317.076090 | NANT= 26  10GHz 2 [8972.0, 9100.0]
PROJID= 39307645 SRC= 3C147 (ra,dec)=( 85.651 , 49.852 ) deg | MJD= 59317.076090 - 59317.076322 | NANT= 26  10GHz 2 [8972.0, 9100.0]
PROJID= 39307645 SRC= 3C147 (ra,dec)=( 85.651 , 49.852 ) deg | MJD= 59317.082969 - 59317.086431 | NANT= 26  22GHz 2 [23158.25623324277, 22438.24741439411]
PROJID= 39307645 SRC= J0432+4138 (ra,dec)=( 68.152 , 41.641 ) deg | MJD= 59317.086431 - 59317.086803 | NANT= 26  10GHz 2 [8972.0, 9100.0]
PROJID= 39307645 SRC= J0432+4138 (ra,dec)=( 68.152 , 41.641 ) deg | MJD= 59317.086803 - 59317.087034 | NANT= 26  10GHz 2 [8972.0, 9100.0]
PROJID= 39307645 SRC= J0432+4138 (ra,dec)=( 68.152 , 41.641 ) deg | MJD= 59317.090587 - 59317.095435 | NANT= 26  22GHz 2 [23158.25623324277, 22438.24741439411]
PROJID= 39307645 SRC= J0414+3418 (ra,dec)=( 63.655 , 34.314 ) deg | MJD= 59317.095435 - 59317.095598 | NANT= 26  10GHz 2 [8972.0, 9100.0]
PROJID= 39307645 SRC= J0414+3418 (ra,dec)=( 63.655 , 34.314 ) deg | MJD= 59317.095598 - 59317.095829 | NANT= 26  10GHz 2 [8972.0, 9100.0]
PROJID= 39307645 SRC= J0414+3418 (ra,dec)=( 63.655 , 34.314 ) deg | MJD= 59317.099590 - 59317.100282 | NANT= 26  22GHz 2 [23158.25623324277, 22438.24741439411]
PROJID= 39307645 SRC= 4149 (ra,dec)=( 66.748 , 36.931 ) deg | MJD= 59317.100282 - 59317.103745 | NANT= 26  22GHz 2 [23158.25623324277, 22438.24741439411]
PROJID= 39307645 SRC= J0414+3418 (ra,dec)=( 63.655 , 34.314 ) deg | MJD= 59317.103745 - 59317.104437 | NANT= 26  22GHz 2 [23158.25623324277, 22438.24741439411]
PROJID= 39307645 SRC= 4149 (ra,dec)=( 66.748 , 36.931 ) deg | MJD= 59317.104437 - 59317.107900 | NANT= 26  22GHz 2 [23158.25623324277, 22438.24741439411]
PROJID= 39307645 SRC= J0414+3418 (ra,dec)=( 63.655 , 34.314 ) deg | MJD= 59317.107900 - 59317.108593 | NANT= 26  22GHz 2 [23158.25623324277, 22438.24741439411]
